client_code,name,product,status,city,date,type,direction,amount,currency
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-26 09:49:41,invest_in,in,159357.52,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-04 16:52:49,salary_in,in,217042.1,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-12 12:32:28,family_in,in,38754.15,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-08 21:35:18,cc_repayment_out,out,15549.79,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-12 12:32:28,family_in,in,139232.46,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-30 16:08:36,loan_payment_out,out,81671.4,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-13 20:19:45,family_in,in,89451.34,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-03 17:39:55,salary_in,in,149930.12,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-25 10:05:39,installment_payment_out,out,264690.92,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-24 17:20:00,gold_sell_in,in,11460.81,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-28 12:22:34,cashback_in,in,33138.47,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-03 17:39:55,fx_sell,out,251686.31,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-08-15 13:44:36,invest_in,in,176358.78,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-19 18:39:53,deposit_fx_withdraw_in,in,119179.32,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-08-20 08:37:28,loan_payment_out,out,58408.91,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-07 12:20:59,fx_sell,in,283873.97,EUR
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-08-11 11:50:13,deposit_fx_topup_out,out,208602.17,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-29 19:20:23,atm_withdrawal,out,184231.28,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-22 11:25:28,deposit_fx_topup_out,out,233717.68,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-08 21:35:18,family_in,in,140937.82,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-06-16 09:55:50,family_in,in,193645.38,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-15 14:11:46,deposit_topup_out,out,66759.78,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-02 19:33:09,card_out,out,264915.6,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-08-20 08:37:28,gold_buy_out,out,41676.17,KZT
68,Жанель,Кредитная карта,Премиальный клиент,Костанай,2025-07-10 17:28:05,card_in,in,124463.93,KZT
