client_code,name,product,status,city,date,type,direction,amount,currency
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-03 17:39:55,salary_in,in,240942.0,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-10 17:11:45,utilities_out,out,4421.05,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-03 16:27:24,fx_buy,in,33123.47,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-31 11:53:54,fx_sell,in,99757.31,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-04 21:08:30,fx_sell,in,142537.93,RUB
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-04 16:52:49,fx_sell,out,277355.67,EUR
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-25 15:29:36,deposit_fx_topup_out,out,190785.66,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-08 21:35:18,installment_payment_out,out,94246.26,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-27 15:21:11,deposit_fx_topup_out,out,112863.0,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-21 13:55:01,cc_repayment_out,out,84694.85,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-08 13:19:44,card_in,in,275065.96,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-22 17:47:14,salary_in,in,73101.64,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-25 15:40:37,salary_in,in,277787.8,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-15 13:44:36,invest_in,in,169334.33,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-28 17:59:51,installment_payment_out,out,225105.8,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-24 10:36:37,cc_repayment_out,out,63924.55,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-09 18:31:00,refund_in,in,288175.24,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-21 13:55:01,deposit_fx_topup_out,out,80890.59,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-30 16:08:36,deposit_fx_topup_out,out,93492.56,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-25 10:05:39,p2p_out,out,232907.96,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-03 16:27:24,utilities_out,out,58045.73,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-09 16:15:10,fx_sell,in,235891.5,EUR
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-07 21:39:00,invest_out,out,133106.87,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-19 11:27:49,p2p_out,out,55558.57,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-15 13:44:36,fx_sell,out,215034.9,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-23 13:15:16,family_in,in,216125.97,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-06-02 17:26:57,fx_buy,in,290521.06,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-08-02 12:16:31,stipend_in,in,45816.1,KZT
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-15 14:11:46,fx_sell,out,88128.26,RUB
110,Аружан,Обмен валют,Зарплатный клиент,Шымкент,2025-07-11 10:26:04,stipend_in,in,266766.69,KZT
