client_code,name,product,status,city,date,type,direction,amount,currency
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-15 14:11:46,p2p_out,out,7914.84,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-13 18:20:17,stipend_in,in,230140.81,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-27 12:02:21,fx_buy,out,104016.25,USD
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-23 08:48:23,fx_buy,out,165233.05,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-10 17:11:45,refund_in,in,171542.45,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-16 12:51:01,loan_payment_out,out,272479.55,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-02 19:33:09,salary_in,in,65806.25,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-14 20:23:51,cc_repayment_out,out,65857.67,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-26 15:28:54,deposit_fx_withdraw_in,in,69862.3,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-20 15:08:55,fx_sell,in,240053.63,USD
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-12 12:32:28,fx_buy,in,130044.13,EUR
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-08 16:13:54,family_in,in,63630.14,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-13 20:19:45,invest_out,out,128413.52,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-04 21:08:30,deposit_fx_topup_out,out,27259.81,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-04 16:52:49,cc_repayment_out,out,268618.86,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-18 08:34:23,cashback_in,in,224596.17,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-08 21:35:18,fx_sell,in,54439.22,USD
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-09 16:15:10,salary_in,in,114616.28,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-06 17:37:25,fx_buy,out,259687.88,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-14 20:23:51,deposit_topup_out,out,35779.61,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-12 12:34:21,cc_repayment_out,out,293807.21,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-05 08:31:24,installment_payment_out,out,42005.94,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-04 21:08:30,card_in,in,78016.57,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-18 21:49:38,fx_buy,in,75225.21,USD
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-13 20:19:45,loan_payment_out,out,26915.09,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-28 17:59:51,fx_buy,out,33650.8,RUB
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-10 14:51:40,utilities_out,out,145291.59,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-02 12:16:31,gold_buy_out,out,216162.12,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-05 08:18:33,installment_payment_out,out,148143.88,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-15 14:11:46,cc_repayment_out,out,43129.11,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-19 18:39:53,invest_out,out,30165.38,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-18 21:49:38,gold_sell_in,in,203036.63,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-10 14:51:40,cc_repayment_out,out,110905.26,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-11 11:50:13,card_in,in,35223.68,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-01 20:32:18,cc_repayment_out,out,1733.97,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-23 19:10:37,cashback_in,in,283868.92,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-25 15:29:36,loan_payment_out,out,223594.65,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-29 16:29:48,p2p_out,out,106176.91,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-01 17:37:31,salary_in,in,178725.25,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-13 20:19:45,salary_in,in,288225.04,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-22 11:25:28,salary_in,in,106866.76,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-18 21:49:38,utilities_out,out,146815.25,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-26 15:28:54,cashback_in,in,271326.62,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-19 12:09:43,family_in,in,130199.16,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-18 21:49:38,atm_withdrawal,in,180498.88,KZT
