client_code,name,product,status,city,date,category,amount,currency
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-11 19:20:51,Книги,16406.86,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-15 13:44:36,Спорт,7404.32,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-10 14:51:40,Спа и массаж,25300.93,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-06 20:03:25,Отели,40307.72,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-26 14:27:02,Косметика и Парфюмерия,15187.76,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-03 16:27:24,Книги,31783.0,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-30 18:36:31,АЗС,12300.37,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-28 12:22:34,Подарки,49864.03,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-02 19:33:09,Путешествия,74860.77,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-09 14:47:58,Играем дома,11812.66,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-19 18:39:53,Книги,35022.86,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-19 12:09:43,Смотрим дома,2751.32,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-19 12:09:43,Авто,18165.68,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-06 20:03:25,Отели,142780.75,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-10 17:28:05,Спа и массаж,44358.61,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-02 12:16:31,Кафе и рестораны,22300.87,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-29 19:20:23,Кафе и рестораны,26034.18,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-29 16:29:48,Играем дома,6446.39,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-20 15:08:55,Спорт,24077.89,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-22 17:47:14,Питомцы,5287.55,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-19 11:27:49,Спорт,34600.77,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-07 12:20:59,Авто,3324.09,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-20 15:08:55,Спорт,39904.71,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-16 12:51:01,Кино,31055.31,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-26 09:49:41,Едим дома,9249.8,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-12 12:32:28,Едим дома,9070.76,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-08 16:13:54,Авто,33797.46,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-13 20:24:00,Кафе и рестораны,25307.75,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-05 08:31:24,Такси,7490.78,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-25 15:29:36,Косметика и Парфюмерия,11322.12,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-09 18:31:00,Такси,1242.31,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-30 18:36:31,Мебель,36526.11,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-20 08:37:28,Одежда и обувь,48248.33,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-10 14:51:40,Путешествия,25217.52,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-24 10:36:37,Кино,39423.24,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-25 15:40:37,Одежда и обувь,25540.79,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-25 15:40:37,Кино,44064.52,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-20 15:08:55,Играем дома,2702.93,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-22 08:20:23,Отели,26532.2,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-05 08:18:33,Кафе и рестораны,14707.32,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-12 14:04:46,Путешествия,174332.14,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-08-15 13:44:36,Цветы,40243.57,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-07-14 20:23:51,Ремонт дома,43795.16,KZT
63,Айбек,Депозит Сберегательный,Студент,Атырау,2025-06-01 20:32:18,Едим дома,8695.57,KZT
