client_code,name,product,status,city,date,category,amount,currency
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-20 15:08:55,Кино,34293.55,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-10 17:11:45,Одежда и обувь,4304.77,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-14 19:55:26,Одежда и обувь,6370.81,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-26 09:49:41,Спорт,34744.17,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-06 17:37:25,Ремонт дома,39733.78,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-08 21:35:18,Отели,157469.56,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-03 08:49:47,Косметика и Парфюмерия,9612.19,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-12 12:34:21,Кафе и рестораны,26358.16,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-29 14:31:30,Медицина,7552.86,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-15 08:16:23,Спорт,24358.54,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-16 12:51:01,Развлечения,25195.03,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-13 20:19:45,Кино,49892.17,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-29 19:20:23,Кафе и рестораны,16685.58,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-14 19:55:26,Авто,36282.09,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-14 11:00:52,Спа и массаж,17620.28,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-09 16:15:10,Кафе и рестораны,23679.89,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-02 19:33:09,Медицина,10335.67,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-10 17:28:05,Ювелирные украшения,19880.9,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-26 15:28:54,Мебель,49377.69,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-16 09:55:50,Мебель,32518.69,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-02 12:16:31,Такси,6658.43,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-16 21:16:52,Продукты питания,15788.98,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-11 11:50:13,Спорт,32302.7,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-09 16:15:10,Такси,5603.5,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-19 11:27:49,Книги,5170.0,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-26 14:27:02,Кино,19216.97,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-23 08:48:23,Смотрим дома,4695.76,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-05 13:50:34,Одежда и обувь,29684.08,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-12 14:04:46,Кафе и рестораны,21663.83,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-08 13:19:44,Мебель,4084.75,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-17 15:00:46,Подарки,6733.15,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-20 17:03:21,АЗС,6862.05,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-23 13:15:16,Спа и массаж,22011.82,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-29 19:20:23,Такси,7409.17,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-11 10:26:04,Ювелирные украшения,5604.11,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-04 21:08:30,Мебель,33786.36,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-03 17:39:55,Кафе и рестораны,9545.71,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-25 15:40:37,Подарки,34172.9,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-26 09:49:41,Такси,2749.0,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-25 10:05:39,АЗС,11705.69,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-28 09:35:35,Такси,2004.27,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-01 16:34:35,Книги,39487.03,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-18 08:34:23,Косметика и Парфюмерия,22837.77,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-17 21:12:49,Развлечения,45539.07,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-13 20:19:45,Кино,37256.38,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-04 21:08:30,Одежда и обувь,43179.67,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-06 20:03:25,Авто,49280.33,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-09 18:31:00,Такси,7618.77,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-24 10:36:37,Смотрим дома,1588.09,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-06 12:52:10,Ремонт дома,47458.89,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-08 21:35:18,Ювелирные украшения,40644.86,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-18 18:43:26,Медицина,35186.9,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-05 08:31:24,Кино,17887.92,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-21 15:12:48,Мебель,5516.05,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-10 17:28:05,Смотрим дома,5865.27,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-06 17:37:25,Продукты питания,3152.02,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-23 19:10:37,Подарки,47811.08,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-23 19:10:37,Цветы,46272.01,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-10 14:51:40,Развлечения,16578.02,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-24 15:20:34,Развлечения,16467.67,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-05 08:18:33,Спорт,14148.69,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-28 09:35:35,Отели,50486.4,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-15 14:11:46,Едим дома,3895.05,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-06 12:52:10,АЗС,9163.06,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-13 20:24:00,Путешествия,38923.98,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-04 20:23:34,Медицина,8306.18,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-26 14:27:02,Кино,7072.65,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-28 12:22:34,Косметика и Парфюмерия,25971.55,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-21 13:55:01,АЗС,9397.29,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-09 18:31:00,Цветы,20995.91,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-11 19:20:51,Смотрим дома,5561.73,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-28 17:59:51,АЗС,9115.2,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-09 18:31:00,Играем дома,11141.77,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-27 12:02:21,Смотрим дома,1907.91,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-12 14:04:46,Смотрим дома,5523.0,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-17 16:33:04,Спорт,31034.19,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-06 20:03:25,Мебель,4302.05,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-17 16:33:04,Косметика и Парфюмерия,31734.03,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-13 20:19:45,Подарки,18023.62,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-23 19:10:37,Цветы,20263.83,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-05 13:50:34,Путешествия,197178.07,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-19 18:39:53,Едим дома,4752.73,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-15 14:11:46,Одежда и обувь,2511.58,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-18 18:43:26,Смотрим дома,2424.27,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-08 13:19:44,Путешествия,126550.5,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-09 14:47:58,Питомцы,49031.0,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-30 16:08:36,Авто,29089.35,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-02 17:26:57,Кино,47223.96,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-07 12:20:59,Отели,32048.46,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-09 18:31:00,Такси,5454.68,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-26 14:27:02,Отели,94586.4,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-18 08:34:23,Едим дома,10339.56,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-01 17:37:31,Развлечения,15618.84,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-06 17:37:25,АЗС,14093.29,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-22 17:47:14,Питомцы,10360.94,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-19 18:39:53,Спа и массаж,34054.97,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-21 14:33:26,Авто,40980.43,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-07 21:39:00,Питомцы,20902.34,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-01 17:37:31,Мебель,27680.58,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-24 10:36:37,Одежда и обувь,23353.2,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-04 16:52:49,Книги,6664.56,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-15 13:44:36,Косметика и Парфюмерия,19596.61,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-12 12:32:28,Авто,37495.26,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-17 16:33:04,Ювелирные украшения,44026.81,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-26 15:28:54,Медицина,23714.31,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-20 08:37:28,Путешествия,112137.2,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-12 12:34:21,Ремонт дома,10454.64,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-01 17:37:31,Питомцы,40997.66,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-08 21:35:18,Спа и массаж,27869.68,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-16 21:16:52,Едим дома,4307.15,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-08 21:35:18,Питомцы,49916.65,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-04 20:23:34,Ювелирные украшения,8498.58,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-27 12:02:21,Подарки,36930.23,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-24 17:20:00,Развлечения,7022.95,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-10 17:11:45,Косметика и Парфюмерия,34728.39,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-17 21:12:49,Путешествия,145091.01,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-03 08:49:47,Цветы,33066.73,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-12 14:04:46,Кино,20170.7,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-13 18:20:17,Спорт,2720.19,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-20 15:08:55,Такси,7316.33,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-15 08:16:23,Книги,35170.82,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-10 14:51:40,Косметика и Парфюмерия,48787.64,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-10 17:11:45,Едим дома,11742.51,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-15 13:44:36,Смотрим дома,7449.34,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-02 12:16:31,Цветы,24184.31,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-05 08:31:24,Медицина,47414.94,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-06-29 14:31:30,Авто,43139.42,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-16 12:51:01,Косметика и Парфюмерия,27547.29,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-04 20:23:34,Развлечения,15655.74,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-26 15:28:54,Авто,16038.05,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-27 18:59:23,Такси,8026.61,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-29 19:20:23,Ювелирные украшения,47213.15,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-07-06 17:37:25,Цветы,44575.55,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-13 20:24:00,Спорт,17293.89,KZT
74,Жанель,Золотые слитки,Студент,Атырау,2025-08-16 12:51:01,Одежда и обувь,21891.8,KZT
