client_code,name,product,status,city,date,category,amount,currency
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-22 11:25:28,АЗС,11232.35,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-22 08:20:23,Одежда и обувь,24759.3,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-18 18:43:26,Отели,105102.66,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-12 14:04:46,Едим дома,10985.67,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-24 10:36:37,Играем дома,3531.38,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-17 16:33:04,Развлечения,32010.64,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-23 13:15:16,Отели,46144.03,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-24 17:20:00,Смотрим дома,7103.89,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-23 13:15:16,Едим дома,13340.63,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-23 08:48:23,Кафе и рестораны,12565.73,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-01 16:34:35,Продукты питания,9770.23,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-24 15:20:34,Одежда и обувь,31364.41,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-28 17:59:51,Ремонт дома,18584.51,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-12 12:34:21,Спа и массаж,21928.74,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-29 16:29:48,Такси,4472.58,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-04 20:23:34,Авто,36475.65,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-14 19:55:26,Косметика и Парфюмерия,35968.06,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-17 21:12:49,Играем дома,6758.42,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-11 11:50:13,Авто,39547.1,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-30 18:36:31,Цветы,8894.53,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-04 20:23:34,Питомцы,16160.97,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-02 17:26:57,Путешествия,156626.3,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-23 08:48:23,Такси,4408.01,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-20 15:08:55,Продукты питания,24663.89,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-20 17:03:21,Спорт,4403.54,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-02 19:33:09,Едим дома,9475.49,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-17 16:33:04,Развлечения,23534.75,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-18 21:49:38,Играем дома,11745.68,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-20 17:03:21,АЗС,12999.64,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-16 21:16:52,Путешествия,103805.13,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-21 15:12:48,Такси,7355.51,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-17 21:12:49,Спорт,48773.56,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-11 10:26:04,Цветы,43071.75,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-13 20:24:00,Играем дома,3040.51,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-30 18:36:31,Кино,35245.05,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-28 09:35:35,Ювелирные украшения,4529.86,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-26 15:28:54,Кино,38355.12,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-09 18:31:00,Спорт,33985.77,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-18 18:43:26,Косметика и Парфюмерия,22921.65,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-14 19:55:26,Продукты питания,35503.33,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-07 21:39:00,Книги,38393.11,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-05 08:18:33,Подарки,5349.91,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-06 17:37:25,Развлечения,46088.13,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-08 13:19:44,Играем дома,10040.98,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-24 10:36:37,Путешествия,49332.3,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-20 08:37:28,Медицина,41787.36,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-15 14:11:46,Такси,4193.33,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-31 11:53:54,Кафе и рестораны,28792.41,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-02 19:33:09,Едим дома,7058.73,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-01 16:34:35,Спорт,46132.01,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-17 21:12:49,Питомцы,31804.02,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-05 08:31:24,Одежда и обувь,32040.67,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-14 20:23:51,Ремонт дома,35753.42,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-29 14:31:30,Такси,6184.37,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-26 14:27:02,Авто,33603.49,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-18 21:49:38,Играем дома,7185.23,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-18 21:49:38,Косметика и Парфюмерия,9136.49,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-22 17:47:14,Подарки,21705.15,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-02 12:16:31,Кафе и рестораны,15023.94,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-09 14:47:58,Смотрим дома,2854.02,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-11 10:26:04,Отели,79859.31,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-22 11:25:28,Авто,33309.91,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-22 11:25:28,Кафе и рестораны,5888.06,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-24 10:36:37,Книги,36434.32,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-12 12:32:28,Косметика и Парфюмерия,47712.29,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-21 14:33:26,Ремонт дома,27784.65,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-26 09:49:41,Цветы,37000.42,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-10 17:28:05,Книги,24953.58,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-19 11:27:49,Такси,7407.14,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-04 16:52:49,Отели,109291.15,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-04 16:52:49,Смотрим дома,4125.86,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-25 10:05:39,Едим дома,5963.28,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-18 18:43:26,Мебель,3309.07,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-12 12:34:21,Такси,2093.65,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-15 14:11:46,Развлечения,35128.8,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-17 21:12:49,Развлечения,24998.44,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-02 19:33:09,Книги,12150.49,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-04 20:23:34,Одежда и обувь,46452.39,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-23 13:15:16,Продукты питания,12713.87,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-08-16 12:51:01,Спорт,39517.8,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-19 18:39:53,Подарки,44248.59,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-06-23 13:15:16,Одежда и обувь,1280.6,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-22 08:20:23,АЗС,8127.94,KZT
73,Санжар,Обмен валют,Студент,Туркестан,2025-07-02 19:33:09,Играем дома,5604.83,KZT
