client_code,name,product,status,city,date,type,direction,amount,currency
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-01 20:32:18,installment_payment_out,out,192821.83,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-10 17:28:05,stipend_in,in,55267.59,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-07 21:39:00,family_in,in,39125.1,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-24 15:20:34,card_out,out,299137.28,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-05 08:31:24,card_in,in,180444.95,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-13 20:19:45,salary_in,in,139122.79,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-08-11 11:50:13,invest_out,out,2733.75,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-18 18:43:26,utilities_out,out,253081.85,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-23 08:48:23,deposit_topup_out,out,249235.7,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-22 08:20:23,invest_in,in,188659.79,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-01 16:34:35,salary_in,in,64083.48,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-30 16:08:36,stipend_in,in,131767.14,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-08-11 11:50:13,card_out,out,217291.05,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-29 14:31:30,fx_sell,out,87845.56,EUR
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-27 15:21:11,salary_in,in,33149.66,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-08-25 15:29:36,cc_repayment_out,out,283646.99,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-08-27 18:59:23,invest_out,out,296508.51,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-11 10:26:04,loan_payment_out,out,197701.63,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-11 10:26:04,card_out,out,118346.66,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-06-04 16:52:49,atm_withdrawal,in,131584.45,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-29 19:20:23,salary_in,in,271474.45,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-01 16:34:35,card_out,out,183076.78,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-13 20:19:45,gold_sell_in,in,80413.34,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-08-04 20:23:34,deposit_topup_out,out,86458.54,KZT
101,Айсултан,Депозит Накопительный,Зарплатный клиент,Караганда,2025-07-15 14:11:46,refund_in,in,45295.29,KZT
