client_code,name,product,status,city,date,category,amount,currency
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-02 17:26:57,Такси,1931.74,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-23 13:15:16,Кафе и рестораны,27443.43,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-09 14:47:58,Ремонт дома,21447.17,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-07 21:39:00,Косметика и Парфюмерия,7637.12,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-17 21:12:49,Цветы,47658.96,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-28 09:35:35,Ювелирные украшения,23394.79,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-21 14:33:26,Продукты питания,39103.14,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-28 12:22:34,Продукты питания,27824.28,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-12 12:32:28,Спа и массаж,18037.99,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-05 08:31:24,Смотрим дома,3596.66,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-07-03 17:39:55,Одежда и обувь,36585.49,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-12 12:34:21,Ремонт дома,11036.84,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-23 19:10:37,Цветы,11527.34,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-07-30 18:36:31,Играем дома,6381.55,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-03 16:27:24,Кино,45924.37,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-05 08:31:24,Мебель,24429.0,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-16 12:51:01,Ремонт дома,7340.65,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-19 12:09:43,Путешествия,64241.49,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-07 09:14:11,Развлечения,11984.92,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-07-23 08:48:23,Медицина,34979.71,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-22 11:25:28,Питомцы,35683.98,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-12 12:32:28,Путешествия,72189.99,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-06-06 12:52:10,Продукты питания,9454.85,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-07-17 16:33:04,Мебель,34293.25,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-11 11:50:13,Цветы,43617.1,KZT
119,Мурат,Депозит Сберегательный,Студент,Тараз,2025-08-29 16:29:48,Путешествия,23380.69,KZT
