client_code,name,product,status,city,date,type,direction,amount,currency
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-26 15:28:54,gold_buy_out,out,263468.03,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-20 15:08:55,deposit_fx_topup_out,out,51505.92,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-13 18:20:17,cc_repayment_out,out,218028.98,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-25 15:40:37,invest_in,in,135794.51,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-13 20:24:00,deposit_topup_out,out,299686.22,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-04 16:52:49,invest_out,out,25759.14,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-31 11:53:54,invest_in,in,130169.57,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-22 08:20:23,card_out,out,274437.85,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-22 17:47:14,loan_payment_out,out,283280.35,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-11 10:26:04,deposit_fx_withdraw_in,in,198986.62,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-24 10:36:37,deposit_fx_topup_out,out,14310.43,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-07 12:20:59,gold_buy_out,out,216964.84,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 08:31:24,family_in,in,92372.81,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-15 13:44:36,deposit_topup_out,out,143737.11,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-10 17:11:45,p2p_out,out,133980.54,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-26 15:28:54,deposit_topup_out,out,177698.57,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-08 21:35:18,deposit_topup_out,out,84316.8,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-07 12:20:59,installment_payment_out,out,256918.97,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-16 21:16:52,p2p_out,out,14268.61,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-28 17:59:51,deposit_fx_topup_out,out,4035.07,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-10 17:11:45,refund_in,in,89178.92,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-17 16:33:04,cc_repayment_out,out,221095.34,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-07 09:14:11,invest_in,in,186937.47,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-14 11:00:52,refund_in,in,272956.96,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-06 20:03:25,stipend_in,in,204311.41,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-23 19:10:37,family_in,in,62258.01,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-09 14:47:58,p2p_out,out,253572.98,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-25 10:05:39,fx_sell,in,276464.18,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-09 18:31:00,utilities_out,out,262501.59,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-16 09:55:50,atm_withdrawal,in,36418.81,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-13 20:24:00,cc_repayment_out,out,109821.18,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-07-13 20:19:45,invest_in,in,161275.31,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-30 16:08:36,stipend_in,in,204022.98,KZT
81,Камила,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-08-10 17:11:45,utilities_out,out,297589.4,KZT
