client_code,name,product,status,city,date,category,amount,currency
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-04 16:52:49,Авто,22728.85,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-10 14:51:40,Кино,12421.51,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-21 13:55:01,Путешествия,54683.63,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-18 18:43:26,Смотрим дома,7095.32,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-06 12:52:10,Подарки,6041.61,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-24 15:20:34,Смотрим дома,4920.76,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-11 10:26:04,Мебель,13482.32,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-07 12:20:59,Развлечения,26280.64,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-25 10:05:39,Спорт,45946.66,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-23 13:15:16,Такси,4862.39,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-05 08:18:33,Путешествия,115464.31,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-16 21:16:52,Такси,5769.62,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-12 12:32:28,Ремонт дома,4528.35,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-14 11:00:52,Кино,42883.1,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-03 17:39:55,Кафе и рестораны,12408.96,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-18 08:34:23,Книги,32857.44,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-20 08:37:28,Косметика и Парфюмерия,21490.01,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-25 15:40:37,Путешествия,53497.03,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-09 14:47:58,Кафе и рестораны,25011.83,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-03 17:39:55,Ремонт дома,1535.24,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-07 12:20:59,Авто,6773.91,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-08 13:19:44,Продукты питания,8120.12,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-28 09:35:35,Авто,4660.47,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-23 08:48:23,Играем дома,8746.51,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-30 18:36:31,Кино,24690.42,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-08 16:13:54,Такси,1409.14,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-14 11:00:52,Одежда и обувь,46731.96,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-23 08:48:23,Авто,36123.97,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-12 14:04:46,Играем дома,7775.47,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-20 17:03:21,Мебель,7978.74,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-20 17:03:21,Медицина,5396.77,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-28 12:22:34,Подарки,22978.31,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-21 13:55:01,Мебель,28499.92,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-07 21:39:00,Кино,48767.32,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-22 08:20:23,Развлечения,45305.66,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-28 12:22:34,Спорт,9877.37,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-14 19:55:26,Авто,15411.82,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-20 17:03:21,Книги,23487.13,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-13 20:24:00,Цветы,43164.13,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-29 14:31:30,Играем дома,1547.92,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-04 20:23:34,Цветы,16464.38,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-30 16:08:36,Мебель,27504.95,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-08 21:35:18,Отели,40956.4,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-10 17:11:45,Подарки,3089.47,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-05 08:31:24,Такси,6592.34,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-19 11:27:49,Развлечения,46430.66,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-01 16:34:35,Играем дома,2512.31,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-17 21:12:49,АЗС,8816.28,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-11 10:26:04,Одежда и обувь,22815.27,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-03 17:39:55,Ремонт дома,39509.99,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-15 13:44:36,Кафе и рестораны,12767.66,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-27 12:02:21,Продукты питания,8276.85,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-02 17:26:57,Ювелирные украшения,4107.07,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-07 12:20:59,Подарки,46981.25,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-24 10:36:37,Одежда и обувь,48217.79,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-18 18:43:26,Такси,1439.18,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-08-19 12:09:43,Развлечения,48570.52,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-31 11:53:54,Питомцы,15921.16,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-10 17:28:05,Играем дома,7446.54,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-11 10:26:04,Отели,92445.95,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-07-22 08:20:23,Развлечения,48898.32,KZT
92,Надежда,Депозит Мультивалютный,Студент,Кызылорда,2025-06-24 17:20:00,Кафе и рестораны,4391.07,KZT
