client_code,name,product,status,city,date,category,amount,currency
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-04 20:23:34,Ремонт дома,6369.08,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-28 09:35:35,Мебель,23283.36,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-03 16:27:24,Такси,3373.88,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-16 09:55:50,Косметика и Парфюмерия,9555.63,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-03 17:39:55,Авто,31219.23,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-17 15:00:46,Питомцы,34500.82,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-27 18:59:23,Играем дома,8804.67,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-02 12:16:31,Ювелирные украшения,27590.35,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-15 14:11:46,Питомцы,15260.69,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-27 15:21:11,Развлечения,10173.69,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-27 18:59:23,Отели,137945.94,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-23 13:15:16,Авто,20302.77,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-28 17:59:51,Косметика и Парфюмерия,15520.37,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-20 15:08:55,Отели,177970.96,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-18 18:43:26,Книги,21834.62,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-04 20:23:34,АЗС,4085.48,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-17 15:00:46,Косметика и Парфюмерия,25861.78,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-03 17:39:55,Отели,169947.92,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-19 12:09:43,Спа и массаж,14770.13,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-12 14:04:46,Едим дома,13740.58,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-28 17:59:51,Кино,34013.9,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-18 08:34:23,Подарки,40483.93,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-11 19:20:51,Развлечения,29402.98,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-27 15:21:11,Цветы,48762.05,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-01 20:32:18,Едим дома,10709.94,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-26 15:28:54,Медицина,9288.98,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-07-09 16:15:10,Продукты питания,24421.87,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-20 17:03:21,Продукты питания,32484.79,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-08-09 18:31:00,Мебель,8701.17,KZT
66,Нурсултан,Кредитная карта,Стандартный клиент,Атырау,2025-06-23 13:15:16,Авто,22759.42,KZT
