client_code,name,product,status,city,date,type,direction,amount,currency
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-05 13:50:34,fx_buy,in,78229.72,EUR
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-17 21:12:49,card_out,out,239531.68,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-21 14:33:26,deposit_fx_topup_out,out,52376.1,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-26 15:28:54,card_out,out,5656.6,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-22 11:25:28,stipend_in,in,69164.47,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-12 14:04:46,invest_in,in,42473.51,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-12 12:34:21,deposit_fx_withdraw_in,in,85391.08,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-24 17:20:00,fx_sell,out,265036.2,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-21 15:12:48,invest_in,in,101699.12,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-28 17:59:51,utilities_out,out,298526.41,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-02 17:26:57,deposit_fx_withdraw_in,in,95243.01,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-12 14:04:46,cashback_in,in,233625.27,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-20 08:37:28,utilities_out,out,277057.35,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-22 17:47:14,atm_withdrawal,out,28318.0,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-10 17:11:45,gold_buy_out,out,8606.39,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-06 20:03:25,fx_sell,in,288129.83,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-24 15:20:34,fx_buy,out,165861.01,EUR
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-31 11:53:54,installment_payment_out,out,172766.25,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-01 17:37:31,installment_payment_out,out,243608.74,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-09 14:47:58,salary_in,in,277884.55,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-06 17:37:25,invest_in,in,45233.76,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-16 12:51:01,deposit_topup_out,out,7698.54,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-25 15:40:37,fx_sell,in,264735.57,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-03 17:39:55,deposit_topup_out,out,249271.13,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-04 16:52:49,cc_repayment_out,out,266001.29,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-26 14:27:02,stipend_in,in,151954.78,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-12 14:04:46,loan_payment_out,out,112720.71,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-11 11:50:13,deposit_fx_withdraw_in,in,134756.99,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-15 14:11:46,fx_buy,out,173766.43,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-08-03 08:49:47,cc_repayment_out,out,241455.89,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-30 16:08:36,refund_in,in,126802.0,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-28 17:59:51,gold_sell_in,in,18827.61,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-22 11:25:28,refund_in,in,50596.02,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-06-01 20:32:18,atm_withdrawal,in,286279.86,KZT
77,Ерасыл,Кредитная карта,Стандартный клиент,Астана,2025-07-18 08:34:23,loan_payment_out,out,55007.13,KZT
