client_code,name,product,status,city,date,category,amount,currency
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-16 09:55:50,Кафе и рестораны,24588.37,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-07-21 15:12:48,Медицина,38858.49,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-08-01 17:37:31,Авто,24355.75,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-08-26 15:28:54,АЗС,8234.86,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-07-31 11:53:54,Продукты питания,31134.15,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-06 12:52:10,Книги,18704.95,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-07-10 17:28:05,Кино,10049.15,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-22 11:25:28,Едим дома,3417.05,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-24 17:20:00,Спа и массаж,39658.66,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-07-07 12:20:59,Отели,172617.7,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-19 11:27:49,Смотрим дома,5579.49,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-08-25 15:29:36,Мебель,32408.19,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-07-26 14:27:02,Смотрим дома,4687.71,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-18 18:43:26,Смотрим дома,4870.82,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-13 18:20:17,Кафе и рестораны,29312.32,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-10 14:51:40,Продукты питания,38043.59,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-03 16:27:24,Медицина,43717.33,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-16 09:55:50,Такси,8386.11,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-14 11:00:52,Медицина,7575.42,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-08-21 13:55:01,Спа и массаж,26762.88,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-08-21 13:55:01,Смотрим дома,5648.51,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-06-29 14:31:30,Книги,38306.11,KZT
114,Сая,Кредитная карта,Премиальный клиент,Атырау,2025-08-21 13:55:01,Играем дома,11321.21,KZT
